,Filename,Speaker,AgeGroup,Sex,Year,Annotator,Word,WordStart,WordEnd,PhraseStart,PhraseEnd,SpeakingRate,VOTStart,VOTEnd,VOT,Phone,Voicing,X.closureStart,VotCorrectionMark,PhrasePosition,FollowingVowel,PrecedingSegment,PredVOTStart,PredVOTEnd,PredVOT,ErrorVOT,ErrorVOTStart,ErrorVOTEnd,WordsFromRightEdge,SegmentsFromRightEdge,TimeFromRightEdge,WordsInPhrase,SegmentsInPhrase,SyllablesInPhrase,VoicingPrediction,ClosureAccuracy,VoicingAccuracy,CorrectionText,ClosureDur,VoicingDur,ClosureEnd,VoicingStart,VoicingEnd,VoicingStart.1,VoicingEnd.1,PercentVoicing,SyllablesFromRightEdge,PhraseDuration,VoicingClosureCorrectionCode,LocalSpeakingRate
1,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,about,135.123,135.323,134.303,136.093,6.14525139664807,135.22,135.225,0.004999999999995,b,voiced,-,neg,Medial,6,@,135.22,135.225,0.004999999999995,0,0,0,3,15,0.867999999999995,8,28,11,-,-,-,-,-,-,-,-,-,-,-,-,6,1.78999999999999,-,6.14525139664807
2,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,back,1384.631,1384.771,1384.451,1387.071,6.48854961832088,1384.666,1384.672,0.006000000000085,b,voiced,-,1,Medial,{,m,1384.666,1384.672,0.006000000000085,0,0,0,12,37,2.39899999999989,14,41,17,-,-,-,-,-,-,-,-,-,-,-,- ,16,2.61999999999989,-,6.48854961832088
3,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,bad,416.287,416.377,414.527,416.747,3.60360360360356,416.272,416.281,0.009000000000015,b,voiced,-,3,Medial,{,z,416.272,416.281,0.009000000000015,0,0,0,1,3,0.466000000000008,8,19,8,-,-,-,-,-,-,-,-,-,-,-,-,2,2.22000000000003,-,3.60360360360356
4,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,bang,1191.716,1192.066,1188.616,1192.866,3.76470588235294,1191.781,1191.787,0.006000000000085,b,voiced,1191.7161,1,Medial,{,i,1191.781,1191.787,0.006000000000085,0,0,0,4,11,1.07899999999995,16,40,16,voicing until: 1191.77,2,2e,22e,0.065,0.065,1191.7811,1191.7161,1191.7682,1191.7161,1191.7682,100,5,4.25,22e,3.76470588235294
5,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,battered,144.952,145.302,144.782,149.992,4.99040307101729,144.905,144.926,0.020999999999987,b,voiced,-,5,Medial,{,k,144.905,144.926,0.020999999999987,0,0,0,18,61,5.066,20,65,26,-,-,-,-,-,-,-,-,-,-,-,-,25,5.20999999999998,-,4.99040307101729
6,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,be,130.34,130.59,129.34,130.84,4,130.292,130.302,0.009999999999991,b,voiced,-,neg,Medial,i,d,130.292,130.302,0.009999999999991,0,0,0,1,4,0.538000000000011,6,16,6,-,-,-,-,-,-,-,-,-,-,-,-,2,1.5,-,4
7,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,be,138.32,138.48,137.33,140.52,5.95611285266458,138.382,138.415,0.032999999999987,b,voiced,-,y,Medial,i,1,138.382,138.415,0.032999999999987,0,0,0,8,30,2.10500000000002,14,46,19,-,-,-,-,-,-,-,-,-,-,-,-,13,3.19,-,5.95611285266458
8,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,be,970.511,970.591,969.691,972.851,3.16455696202535,970.535,970.545,0.009999999999991,b,voiced,-,y,Medial,i,t,970.535,970.545,0.009999999999991,0,0,0,3,14,2.30600000000004,7,25,10,-,-,-,-,-,-,-,-,-,-,-,-,7,3.15999999999997,-,3.16455696202535
9,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,be,1269.259,1269.319,1269.259,1271.089,5.46448087431716,1269.281,1269.29,0.009000000000015,b,voiced,-,1,Initial,i,t,1269.281,1269.29,0.009000000000015,0,0,0,7,22,1.79899999999998,8,23,10,-,-,-,-,-,-,-,-,-,-,-,- ,10,1.82999999999993,-,5.46448087431716
10,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,be,1273.884,1273.954,1273.644,1276.764,6.0897435897438,1273.905,1273.916,0.010999999999967,b,voiced,-,1,Medial,i,d,1273.905,1273.916,0.010999999999967,0,0,0,12,38,2.84799999999996,15,43,19,-,-,-,-,-,-,-,-,-,-,-,- ,17,3.11999999999989,-,6.0897435897438
11,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,be,1502.653,1502.763,1502.553,1503.433,5.68181818181895,1502.607,1502.616,0.009000000000015,b,voiced,-,6,Medial,i,l,1502.607,1502.616,0.009000000000015,0,0,0,2,9,0.817000000000007,4,13,5,-,-,-,-,-,-,-,-,-,-,-,-,4,0.879999999999882,-,5.68181818181895
12,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,been,1196.692,1196.832,1195.442,1200.127,3.20170757737464,1196.733,1196.738,0.005000000000109,b,voiced,-,4,Medial,i,v,1196.733,1196.738,0.005000000000109,0,0,0,8,27,3.3889999999999,14,42,15,-,-,-,-,-,-,-,-,-,-,-,-,10,4.68499999999995,-,3.20170757737464
13,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,beginning,955.874,956.274,955.674,956.854,6.77966101694879,955.92975,955.941,0.011250000000018,b,voiced,955.8741,2a,Medial,I,i,955.934,955.941,0.007000000000062,-0.004249999999956,0.004249999999956,0,1,14,0.913000000000011,4,19,8,voicing throughout closure,1,1,11,0.0557,0.0557,955.9298,955.8741,955.9298,955.8741,955.9298,100,6,1.18000000000006,11,6.77966101694879
14,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,being,1263.68,1263.86,1262.47,1265.41,5.78231292516996,1263.724,1263.729,0.005000000000109,b,voiced,1263.6801,1,Medial,i,5,1263.724,1263.729,0.005000000000109,0,0,0,8,26,1.68100000000004,14,38,17,voicing throughout closure,1,1,11,0.044,0.044,1263.7241,1263.6801,1263.7241,1263.6801,1263.7241,100,12,2.94000000000005,11,5.78231292516996
15,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,better,108.126,109.046,106.844,109.316,3.64077669902911,108.137,108.162,0.025000000000006,b,voiced,-,4,Medial,E,t,108.137,108.162,0.025000000000006,0,0,0,2,9,1.154,8,21,9,-,-,-,-,-,-,-,-,-,-,-,-,4,2.47200000000001,-,3.64077669902911
16,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,better,345.075,345.345,344.895,345.835,6.38297872340427,345.101,345.111,0.009999999999991,b,voiced,-,1,Medial,E,z,345.101,345.111,0.009999999999991,0,0,0,3,11,0.72399999999999,5,15,6,-,-,-,-,-,-,-,-,-,-,-,- ,5,0.939999999999998,-,6.38297872340427
17,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,bit,1628.604,1628.744,1628.424,1629.874,6.89655172413771,1628.562,1628.568,0.006000000000085,b,voiced,-,6,Medial,I,i,1628.562,1628.568,0.006000000000085,0,0,0,6,19,1.30600000000004,9,23,10,-,-,-,-,-,-,-,-,-,-,-,-,8,1.45000000000005,-,6.89655172413771
18,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,bit,1629.634,1629.794,1628.424,1629.874,6.89655172413771,1629.712,1629.73444,0.022439999999961,b,voiced,1629.6341,2c,Medial,I,i,1629.712,1629.82,0.107999999999947,0.085559999999987,0,0.085559999999987,1,4,0.139560000000074,9,23,10,voicing until: 1629.65,4,x,4x,0.078,0.0123,1629.7121,1629.6341,1629.6464,1629.6341,1629.6464,-1,2,1.45000000000005,4x,6.89655172413771
19,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,bored,130.59,130.84,129.34,130.84,4,130.54,130.545,0.004999999999995,b,voiced,-,neg,Medial,$,i,130.54,130.545,0.004999999999995,0,0,0,0,2,0.295000000000016,6,16,6,-,-,-,-,-,-,-,-,-,-,-,-,1,1.5,-,4
20,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,boy,998.928,999.118,998.248,999.118,4.59770114942526,998.979,998.984,0.004999999999995,b,voiced,-,5,Medial,4,s,998.979,998.984,0.004999999999995,0,0,0,0,1,0.134000000000015,4,9,4,-,-,-,-,-,-,-,-,-,-,-,-,1,0.870000000000005,-,4.59770114942526
21,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,boy,1026.362,1026.482,1024.902,1026.482,5.69620253164583,1026.408,1026.413,0.005000000000109,b,voiced,-,neg,Medial,4,3,1026.408,1026.413,0.005000000000109,0,0,0,0,1,0.06899999999996,7,23,9,-,-,-,-,-,-,-,-,-,-,-,-,1,1.57999999999993,-,5.69620253164583
22,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,boy,1272.449,1272.679,1271.769,1272.679,5.494505494505,1272.484,1272.489,0.005000000000109,b,voiced,-,1,Medial,4,2,1272.484,1272.489,0.005000000000109,0,0,0,0,1,0.190000000000055,5,12,5,-,-,-,-,-,-,-,-,-,-,-,- ,1,0.910000000000082,-,5.494505494505
23,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,brain,1199.087,1199.397,1195.442,1200.127,3.20170757737464,1199.173,1199.178,0.005000000000109,b,voiced,-,x,Medial,1,r,1199.173,1199.178,0.005000000000109,0,0,0,1,8,0.948999999999842,14,42,15,-,-,-,-,-,-,-,-,-,-,-,-,3,4.68499999999995,-,3.20170757737464
24,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,brother,1536.581,1536.871,1535.161,1537.251,3.8277511961724,1536.632,1536.637,0.004999999999882,b,voiced,-,x,Medial,V,3,1536.632,1536.637,0.004999999999882,0,0,0,2,9,0.614000000000033,7,20,8,-,-,-,-,-,-,-,-,-,-,-,-,4,2.08999999999992,-,3.8277511961724
25,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,bus,612.153,612.503,610.043,613.893,2.59740259740258,612.242,612.252,0.009999999999991,b,voiced,-,3,Medial,V,i,612.242,612.252,0.009999999999991,0,0,0,2,10,1.64100000000008,8,25,10,-,-,-,-,-,-,-,-,-,-,-,-,4,3.85000000000002,-,2.59740259740258
26,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,business,1297.173,1297.743,1294.983,1297.743,6.15942028985509,1297.13,1297.137,0.006999999999834,b,voiced,-,6,Medial,I,2,1297.13,1297.137,0.006999999999834,0,0,0,0,5,0.605999999999995,14,41,17,-,-,-,-,-,-,-,-,-,-,-,-,2,2.75999999999999,-,6.15942028985509
27,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,146.872,146.962,144.782,149.992,4.99040307101729,146.901,146.912,0.010999999999996,b,voiced,-,y,Medial,V,t,146.901,146.912,0.010999999999996,0,0,0,12,41,3.07999999999998,20,65,26,-,-,-,-,-,-,-,-,-,-,-,-,18,5.20999999999998,-,4.99040307101729
28,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,415.007,415.207,414.527,416.747,3.60360360360356,415.005,415.025,0.019999999999982,b,voiced,-,y,Medial,V,2,415.005,415.025,0.019999999999982,0,0,0,6,17,1.72200000000004,8,19,8,-,-,-,-,-,-,-,-,-,-,-,-,7,2.22000000000003,-,3.60360360360356
29,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,551.813,551.903,551.813,553.873,4.36893203883483,551.765,551.859,0.094000000000051,b,voiced,-,y,Initial,V,z,551.765,551.859,0.094000000000051,0,0,0,6,21,2.01400000000001,7,22,9,-,-,-,-,-,-,-,-,-,-,-,-,9,2.06000000000006,-,4.36893203883483
30,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,1025.532,1025.622,1024.902,1026.482,5.69620253164583,1025.56394,1025.57194,0.008000000000038,b,voiced,-,y,Medial,V,@,1025.56394,1025.57194,0.008000000000038,0,0,0,3,10,0.91005999999993,7,23,9,-,-,-,-,-,-,-,-,-,-,-,-,4,1.57999999999993,-,5.69620253164583
31,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,1058.456,1058.586,1058.456,1061.206,4.36363636363636,1058.446,1058.464,0.018000000000029,b,voiced,-,y,Initial,V,t,1058.446,1058.464,0.018000000000029,0,0,0,10,35,2.74199999999996,11,36,12,-,-,-,-,-,-,-,-,-,-,-,-,12,2.75,-,4.36363636363636
32,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,1189.386,1189.506,1188.616,1192.866,3.76470588235294,1189.348,1189.355,0.007000000000062,b,voiced,-,y,Medial,V,p,1189.348,1189.355,0.007000000000062,0,0,0,12,31,3.51099999999997,16,40,16,-,-,-,-,-,-,-,-,-,-,-,-,13,4.25,-,3.76470588235294
33,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,1264.48,1264.57,1262.47,1265.41,5.78231292516996,1264.576,1264.581,0.004999999999882,b,voiced,-,neg,Medial,V,@,1264.576,1264.581,0.004999999999882,0,0,0,5,14,0.829000000000178,14,38,17,-,-,-,-,-,-,-,-,-,-,-,-,6,2.94000000000005,-,5.78231292516996
34,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,but,1295.423,1295.573,1294.983,1297.743,6.15942028985509,1295.489,1295.496,0.007000000000062,b,voiced,-,y,Medial,V,s,1295.489,1295.496,0.007000000000062,0,0,0,12,36,2.24699999999984,14,41,17,-,-,-,-,-,-,-,-,-,-,-,-,16,2.75999999999999,-,6.15942028985509
35,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,by,915.865,916.065,915.335,916.275,6.38297872340466,915.954,915.971,0.017000000000053,b,voiced,-,y,Medial,2,d,915.954,915.971,0.017000000000053,0,0,0,1,4,0.303999999999974,5,16,6,-,-,-,-,-,-,-,-,-,-,-,-,2,0.939999999999941,-,6.38297872340466
36,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,d'you,38.345,38.465,38.345,39.065,6.94444444444446,38.38607,38.43,0.043930000000003,d,voiced,-,2a,Initial,U,7,38.323,38.43,0.106999999999999,0.063069999999996,-0.063069999999996,0,4,11,0.634999999999998,5,12,5,-,-,-,-,-,-,-,-,-,-,-,- ,5,0.719999999999999,-,6.94444444444446
37,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,daughter,1283.99,1284.75,1281.707,1284.75,4.60072297075271,1284.029,1284.039,0.009999999999991,d,voiced,-,1,Medial,$,$,1284.029,1284.039,0.009999999999991,0,0,0,0,4,0.711000000000013,12,32,14,-,-,-,-,-,-,-,-,-,-,-,- ,2,3.04299999999989,-,4.60072297075271
38,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,daughter,1532.271,1532.591,1531.301,1532.591,6.97674418604671,1532.303,1532.315,0.011999999999944,d,voiced,-,1,Medial,$,$,1532.303,1532.315,0.011999999999944,0,0,0,0,3,0.27599999999984,7,23,9,-,-,-,-,-,-,-,-,-,-,-,- ,2,1.28999999999996,-,6.97674418604671
39,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,dealing,1876.011,1876.391,1875.231,1876.391,6.03448275862026,1876.067,1876.074,0.007000000000062,d,voiced,-,4,Medial,i,5,1876.067,1876.074,0.007000000000062,0,0,0,0,4,0.317000000000007,4,18,7,-,-,-,-,-,-,-,-,-,-,-,-,2,1.16000000000008,-,6.03448275862026
40,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,dealing,1877.054,1877.394,1876.584,1877.814,4.87804878048773,1877.12,1877.156,0.036000000000058,d,voiced,1877.0541,1,Medial,i,5,1877.12,1877.156,0.036000000000058,0,0,0,2,10,0.658000000000129,5,16,6,voicing throughout closure,2,1,21,0.066,0.066,1877.1201,1877.0541,1877.1201,1877.0541,1877.1201,100,4,1.23000000000002,21,4.87804878048773
41,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,did,24.203,24.303,24.173,24.473,9.99999999999998,24.218,24.24935,0.03135,d,voiced,-,2a,Medial,I,5,24.218,24.223,0.004999999999999,-0.026350000000001,0,-0.026350000000001,1,4,0.223649999999999,3,6,3,-,-,-,-,-,-,-,-,-,-,-,- ,2,0.300000000000001,-,9.99999999999998
42,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,did,161.496,161.656,161.436,162.536,5.45454545454548,161.537,161.55615,0.019149999999996,d,voiced,161.4961,2d,Medial,I,i,161.537,161.551,0.013999999999982,-0.005150000000015,0,-0.005150000000015,2,10,0.979849999999999,4,13,6,voicing throughout closure,1,2d,12d,0.041,0.0206,161.5371,161.4961,161.5167,161.4961,161.5167,50.15,5,1.09999999999999,12d,5.45454545454548
43,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,M,f,0,TR,did,188.251,188.511,187.241,191.051,5.24934383202103,188.207,188.214,0.007000000000005,d,voiced,-,6,Medial,I,i,188.207,188.214,0.007000000000005,0,0,0,12,44,2.83699999999999,16,51,20,-,-,-,-,-,-,-,-,-,-,-,-,17,3.80999999999997,-,5.24934383202103
